chr1	87771	643177	+	1
chr1	670806	13189569	+	2
chr1	13495558	110211741	+	3
chr1	110211741	143666072	+	4
chr1	145289067	145813823	+	5
chr1	146604978	147389637	+	6
chr1	148795005	249237548	+	7
chr10	70926	39059635	+	116
chr10	42669500	46308329	+	117
chr10	46922782	48121722	+	118
chr10	48263365	48869154	+	119
chr10	49302014	51898855	+	120
chr10	52415316	75426529	+	121
chr10	75489814	81260743	+	122
chr10	81260743	82018439	+	123
chr10	82018439	88989501	+	124
chr10	89132947	90538595	+	125
chr10	90538595	120611201	+	126
chr10	120656289	132590785	+	127
chr10	132674366	135489936	+	128
chr11	102548	2062712	+	129
chr11	2062712	3508850	+	130
chr11	3508850	40494753	+	131
chr11	40520867	48751611	+	132
chr11	48751611	51427586	+	133
chr11	54920416	57231639	+	134
chr11	57231694	58190518	+	135
chr11	58190518	58810465	+	136
chr11	58810465	59938266	+	137
chr11	60109775	67486520	+	138
chr11	67761994	71303597	+	139
chr11	71480108	82125415	+	140
chr11	82195927	83141598	+	141
chr11	83227568	102286934	+	142
chr11	102360661	134945234	+	143
chr12	148390	21049322	+	144
chr12	21049322	22246235	+	145
chr12	22248480	34321371	+	146
chr12	38611508	55613101	+	147
chr12	55722433	64324258	+	148
chr12	64326299	68381503	+	149
chr12	68381503	133818200	+	150
chr13	19167973	31198493	+	151
chr13	31256908	39530733	+	152
chr13	39530733	41220349	+	153
chr13	41220349	43116930	+	154
chr13	43116930	44767561	+	155
chr13	44768444	45570202	+	156
chr13	46015924	46546521	+	157
chr13	46546867	82443248	+	158
chr13	82488865	86241069	+	159
chr13	86348912	115109878	+	160
chr14	19828362	25212550	+	161
chr14	25273909	41147500	+	162
chr14	41166280	49800780	+	163
chr14	49864205	107288670	+	164
chr15	20071280	22030850	+	165
chr15	22030850	23216131	+	166
chr15	23665862	24357710	+	167
chr15	24396023	28641090	+	168
chr15	28957461	30702306	+	169
chr15	31135897	31750450	+	170
chr15	31750450	82736283	+	171
chr15	83100007	102520879	+	172
chr16	80227	14797831	+	173
chr16	15399877	16411727	+	174
chr16	16596882	18430449	+	175
chr16	18568851	21854759	+	176
chr16	21859947	22439495	+	177
chr16	22540750	28639985	+	178
chr16	29581854	30288926	+	179
chr16	30288926	32096465	+	180
chr16	32158722	33969862	+	181
chr16	34340804	40625729	+	182
chr16	40625729	70217881	+	183
chr16	70459400	74361868	+	184
chr16	74854272	90294753	+	185
chr17	0	7930994	+	186
