0	1	9.997716e-01
0	-7	9.999695e-01
0	8	9.999363e-01
0	14	1.107056e-06
0	-19	5.257156e-07
0	20	1.042472e-07
0	-21	1.358679e-01
0	-24	9.999573e-01
0	25	7.049082e-07
0	26	9.463668e-08
0	-34	1.000000e+00
0	35	9.997611e-01
0	-49	1.000000e+00
0	50	9.999772e-01
0	-61	9.998668e-01
0	62	9.999772e-01
0	-71	9.999698e-01
0	72	9.997184e-01
0	-91	9.999369e-01
0	92	9.999932e-01
0	-93	9.999766e-01
0	94	9.999363e-01
0	-105	9.999565e-01
0	106	7.049089e-07
0	-113	1.421342e-01
0	-115	9.998723e-01
0	116	9.999374e-01
0	-128	9.999590e-01
0	129	9.999415e-01
0	-143	9.998885e-01
0	144	9.999568e-01
0	-150	9.999590e-01
0	151	9.998702e-01
0	-160	9.999590e-01
0	161	9.996063e-01
0	-164	9.999590e-01
0	165	1.000000e+00
0	-172	9.996059e-01
0	173	9.999488e-01
0	-185	9.999644e-01
0	186	9.998880e-01
0	-197	9.998885e-01
0	198	7.730307e-14
0	-198	9.985881e-01
0	-199	9.999559e-01
0	200	7.049089e-07
0	201	9.463656e-08
0	-204	9.998869e-01
0	205	1.000000e+00
0	-209	9.999478e-01
0	210	9.997182e-01
0	-212	9.999649e-01
0	213	9.996064e-01
0	-214	9.999768e-01
1	2	9.999045e-01
1	-172	1.400374e-10
-1	161	7.258461e-09
-1	-205	8.346114e-12
-2	35	6.215512e-09
-2	-116	1.731704e-12
-2	-205	2.555452e-10
-2	-209	1.109025e-11
2	3	1.000000e+00
3	4	9.999994e-01
3	-6	1.435823e-10
3	173	1.294562e-15
-4	7	1.426517e-10
4	-5	9.253670e-03
4	5	4.502914e-01
4	6	7.723449e-06
4	-6	2.680129e-04
5	6	6.243149e-03
5	-6	6.046632e-07
-5	6	2.245036e-04
-5	7	6.801199e-09
-6	7	4.115712e-03
6	7	9.940004e-01
7	64	2.755537e-17
7	117	1.227868e-13
-7	12	4.063182e-17
-7	-189	8.677121e-10
-7	208	4.350533e-17
-8	10	2.530869e-16
-8	68	5.505401e-16
-8	-88	4.628815e-13
-8	94	5.712774e-10
8	9	1.000000e+00
9	10	1.000000e+00
10	11	1.000000e+00
11	12	1.000000e+00
12	13	1.000000e+00
12	-63	8.463144e-21
-13	35	2.149952e-17
13	14	4.717669e-01
13	-19	5.269515e-01
13	200	1.135581e-13
14	15	1.000000e+00
-14	19	3.640355e-15
15	16	1.000000e+00
16	17	1.000000e+00
-16	168	8.463192e-21
17	18	1.000000e+00
-18	51	8.463144e-21
18	19	1.000000e+00
18	-121	8.463193e-21
19	20	2.341033e-07
19	35	3.358380e-12
20	-21	9.537713e-13
20	21	1.000000e+00
20	94	1.730045e-16
-20	22	9.985152e-01
21	22	5.113975e-04
21	96	3.313708e-09
22	23	1.000000e+00
22	-135	2.220899e-20
23	24	1.000000e+00
24	32	7.323238e-14
24	161	2.173702e-12
24	-210	1.305663e-15
-25	-27	9.983210e-01
25	-26	4.672680e-14
25	26	9.993845e-01
25	-29	9.463662e-08
-26	-31	4.672680e-14
26	27	7.049110e-07
26	-31	9.983210e-01
-27	32	9.983204e-01
-27	-67	4.093768e-17
-27	-73	6.647413e-17
-27	122	2.555653e-17
27	28	4.430583e-04
27	-188	3.962227e-15
27	-198	6.373503e-12
-28	-30	1.606303e-14
-28	30	9.824031e-05
-28	213	1.950509e-05
28	29	1.000000e+00
29	30	9.993848e-01
30	31	1.000000e+00
31	32	7.049104e-07
32	33	1.000000e+00
-33	-75	2.014985e-17
33	34	1.000000e+00
35	36	1.581800e-06
35	-36	9.962355e-01
-35	-46	1.027860e-15
36	37	1.581800e-06
-36	37	9.983215e-01
37	38	9.999994e-01
37	-45	2.153662e-13
-38	46	2.154162e-13
38	39	1.000000e+00
39	40	9.979302e-01
39	-43	2.634657e-07
39	-45	4.561707e-11
-40	44	2.634658e-07
-40	46	4.562094e-11
40	41	1.000000e+00
41	42	1.000000e+00
41	98	2.556140e-17
42	43	1.000000e+00
-42	46	6.134302e-20
-43	-44	8.463144e-21
43	44	9.993843e-01
43	-47	1.547381e-17
-44	96	4.674149e-14
-44	98	4.673585e-14
44	45	1.000000e+00
45	46	9.999979e-01
46	47	1.000000e+00
-47	-99	8.463144e-21
47	-48	8.463151e-21
47	48	1.000000e+00
48	49	1.000000e+00
-50	52	1.047510e-15
50	51	1.000000e+00
51	52	1.000000e+00
52	53	9.999994e-01
52	-58	7.730306e-14
-53	59	7.730306e-14
53	54	1.000000e+00
54	55	1.000000e+00
55	56	1.000000e+00
-55	-107	9.448668e-17
56	57	1.000000e+00
57	58	1.000000e+00
57	-205	2.901379e-15
-58	106	2.555641e-17
58	59	9.999994e-01
59	60	7.049086e-07
59	-60	9.983213e-01
59	61	7.717343e-14
-60	61	9.983213e-01
60	61	7.049086e-07
