chr1	670806	10158059	+	1
chr1	10158059	10458634	+	2
chr1	10458634	12980266	+	3
chr1	13495558	15941753	+	4
chr1	15941753	76297463	+	5
chr1	76297463	76622543	+	6
chr1	76622543	81252266	+	7
chr1	81252266	82023150	+	8
chr1	82023150	84477114	+	9
chr1	84477114	85235054	+	10
chr1	85235054	108380166	+	11
chr1	108380166	108757623	+	12
chr1	108757623	110211741	+	13
chr1	110211741	120697146	+	14
chr1	144916462	145289067	+	15
chr1	145375671	145813823	+	16
chr1	146604978	147389637	+	17
chr1	149692626	162792886	+	18
chr1	162792886	163372964	+	19
chr1	163372964	176592230	+	20
chr1	176592230	176955399	+	21
chr1	176955399	178890895	+	22
chr1	178890895	181348278	+	23
chr1	181348278	181819843	+	24
chr1	181819843	200375004	+	25
chr1	200375004	201626551	+	26
chr1	201626551	206193035	+	27
chr1	206482221	228734851	+	28
chr1	228734851	249237548	+	29
chr10	70926	26871656	+	278
chr10	26927921	29964540	+	279
chr10	30043940	39030669	+	280
chr10	42669500	46308329	+	281
chr10	46922782	48121722	+	282
chr10	48375368	48869154	+	283
chr10	49302014	51059148	+	284
chr10	51270939	51730859	+	285
chr10	52017187	52415316	+	286
chr10	52415316	67996333	+	287
chr10	68040148	75426529	+	288
chr10	75489814	81260743	+	289
chr10	82018439	88989501	+	290
chr10	89132947	90538595	+	291
chr10	90538595	96869346	+	292
chr10	96869346	120611201	+	293
chr10	120656289	132590785	+	294
chr10	132674366	135489936	+	295
chr11	102548	2062712	+	296
chr11	2062712	3402925	+	297
chr11	3582712	5893593	+	298
chr11	5893593	8493257	+	299
chr11	8493257	9892822	+	300
chr11	9892822	18826242	+	301
chr11	18826242	19303447	+	302
chr11	19303447	19734317	+	303
chr11	19734317	20078419	+	304
chr11	20078419	40494753	+	305
chr11	40520867	48497809	+	306
chr11	49946694	50712923	+	307
chr11	54920416	57231666	+	308
chr11	57231666	57712001	+	309
chr11	57712001	58188947	+	310
chr11	58302233	58810465	+	311
chr11	58897923	59233903	+	312
chr11	59236143	59838298	+	313
chr11	60109775	66090248	+	314
chr11	66160715	67447921	+	315
chr11	67761994	71303597	+	316
chr11	71619770	82125415	+	317
chr11	82195927	83141598	+	318
chr11	83227568	86256035	+	319
chr11	86256035	89597025	+	320
chr11	89759685	91349660	+	321
chr11	91349660	92143109	+	322
chr11	92143109	98062016	+	323
chr11	98062016	98634236	+	324
chr11	98634236	99146288	+	325
chr11	99148119	102286934	+	326
chr11	102360661	102688052	+	327
chr11	102688052	122250588	+	328
chr11	122250588	122664654	+	329
chr11	122664654	134945234	+	330
chr12	148390	21049322	+	331
chr12	21049322	22246235	+	332
chr12	22248480	34321371	+	333
chr12	38611508	39572812	+	334
chr12	39572812	55613101	+	335
chr12	55722433	64324258	+	336
chr12	64326299	68381503	+	337
chr12	68381503	87025902	+	338
chr12	87025902	103206951	+	339
chr12	103206951	108413551	+	340
chr12	108413551	109194434	+	341
chr12	109194434	130254622	+	342
chr12	130254622	130627000	+	343
chr12	130627000	133818200	+	344
chr13	19167973	19807174	+	345
chr13	19807174	21795874	+	346
chr13	21795874	31198493	+	347
chr13	31256908	39530733	+	348
chr13	39530733	41220349	+	349
chr13	41270787	41634806	+	350
chr13	41636506	42112510	+	351
chr13	42115069	42600567	+	352
chr13	42615616	43115435	+	353
chr13	43116930	44767561	+	354
chr13	44768444	45570202	+	355
chr13	45571988	45951965	+	356
chr13	46015924	46546694	+	357
chr13	46547894	47035348	+	358
chr13	47038188	50619573	+	359
chr13	50619573	61664753	+	360
chr13	61726846	82443248	+	361
chr13	82488865	86241069	+	362
chr13	86348912	105449961	+	363
chr13	105449961	105764082	+	364
chr13	105764082	112353994	+	365
chr13	112503994	114608756	+	366
chr13	114608756	115109878	+	367
chr14	19828362	20639847	+	368
chr14	20639847	22425383	+	369
chr14	22425383	23110527	+	370
chr14	23147061	25212550	+	371
chr14	25273909	26084669	+	372
chr14	26084669	27896042	+	373
chr14	27896042	28489547	+	374
chr14	28489547	28965070	+	375
chr14	28965070	30818415	+	376
chr14	30818415	31322680	+	377
chr14	31322680	41147500	+	378
chr14	41166280	41862625	+	379
chr14	41862625	42419406	+	380
chr14	42471575	43001829	+	381
chr14	43001829	43316647	+	382
chr14	43316647	44004282	+	383
chr14	44004282	49800780	+	384
chr14	49864205	52842390	+	385
chr14	52842390	53289840	+	386
chr14	53289840	67597151	+	387
chr14	67597151	83688250	+	388
chr14	83703099	86941304	+	389
chr14	86973231	89479843	+	390
chr14	89479843	89820839	+	391
chr14	89820839	106426067	+	392
chr14	106474303	107288670	+	393
chr15	22384619	22977833	+	394
chr15	23665862	24357710	+	395
chr15	24624186	28641090	+	396
chr15	28957461	30702306	+	397
chr15	31135897	31750450	+	398
chr15	31750450	63123496	+	399
chr15	63123496	73816490	+	400
chr15	73816490	74344653	+	401
chr15	74344653	78192912	+	402
chr15	78239645	78961030	+	403
chr15	79045580	82736283	+	404
chr15	83100007	84730008	+	405
chr15	85192516	85713244	+	406
chr15	85713244	102520879	+	407
chr16	80227	13471142	+	408
chr16	13471142	14061308	+	409
chr16	14061308	14797831	+	410
chr16	15399877	16411727	+	411
chr16	16665161	18430449	+	412
chr16	18607613	21353786	+	413
chr16	21859947	22439495	+	414
chr16	22540750	28448344	+	415
chr16	29581854	30230001	+	416
chr16	30312794	31423968	+	417
chr16	31423968	32096465	+	418
chr16	34746233	35149566	+	419
chr16	46469278	70043517	+	420
chr16	70043517	70457963	+	421
chr16	70459757	74361868	+	422
chr16	74362139	74799036	+	423
chr16	74854272	90294753	+	424
chr17	0	886732	+	425
chr17	886732	7930994	+	426
chr17	7930994	15667658	+	427
chr17	15696402	16161359	+	428
chr17	16161489	16566751	+	429
chr17	16634539	18756579	+	430
chr17	19379853	19751875	+	431
chr17	19758520	20181895	+	432
chr17	20696810	21484162	+	433
chr17	25267729	28900221	+	434
chr17	29355532	34656634	+	435
chr17	34656634	36286502	+	436
chr17	36818409	37685696	+	437
chr17	37685696	42534595	+	438
chr17	42562108	43559778	+	439
chr17	43705165	44294405	+	440
chr17	44642442	45092771	+	441
chr17	45138892	45552078	+	442
chr17	45671436	46120877	+	443
chr17	46120877	46510045	+	444
chr17	46606837	47278685	+	445
chr17	47278685	47620503	+	446
chr17	47802170	48206526	+	447
chr17	48206526	57664327	+	448
chr17	57664327	58067198	+	449
chr17	58218149	58953278	+	450
chr17	58953278	59259766	+	451
chr17	59416837	59745625	+	452
chr17	59747663	60308103	+	453
chr17	60360508	81179191	+	454
chr18	112546	776469	+	455
chr18	776469	1084216	+	456
chr18	1084216	1812966	+	457
chr18	1812966	10595961	+	458
chr18	10595961	12049793	+	459
chr18	12049793	13196963	+	460
chr18	13244114	14646789	+	461
chr18	18520339	19305704	+	462
chr18	19305704	19710181	+	463
chr18	19710181	44457096	+	464
chr18	44457096	44922129	+	465
chr18	44922129	63019628	+	466
chr18	63019628	63499399	+	467
chr18	63499399	68552932	+	468
chr18	68552932	69334101	+	469
chr18	69334101	78015594	+	470
chr19	90443	7740735	+	478
chr19	7856150	8230162	+	479
chr19	8230162	13865994	+	480
chr19	13967891	19978307	+	481
chr19	20227787	20735026	+	482
