chr1	670806	13189569	+	1
chr1	13495558	52553472	+	2
chr1	52553472	53297448	+	3
chr1	53297448	81252266	+	4
chr1	81252266	82023150	+	5
chr1	82023150	84477114	+	6
chr1	84477114	85235054	+	7
chr1	85235054	110211741	+	8
chr1	110211741	120216329	+	9
chr1	145289067	145813823	+	10
chr1	146604978	147389637	+	11
chr1	148795005	162367917	+	12
chr1	162792886	163372964	+	13
chr1	163423961	178890895	+	14
chr1	178890895	180865900	+	15
chr1	180865900	190826971	+	16
chr1	190826971	197044861	+	17
chr1	197044861	200375004	+	18
chr1	200375004	201626551	+	19
chr1	201626551	210029204	+	20
chr1	210029204	225364934	+	21
chr1	225364934	227676265	+	22
chr1	227676265	228734851	+	23
chr1	228734851	230469390	+	24
chr1	230469390	247221457	+	25
chr1	247221457	249237548	+	26
chr10	70926	890291	+	234
chr10	890291	39059635	+	235
chr10	42669500	46308329	+	236
chr10	46922782	48121722	+	237
chr10	48263365	48869154	+	238
chr10	49302014	51128066	+	239
chr10	52415316	54170875	+	240
chr10	54172297	66971871	+	241
chr10	66971871	67644114	+	242
chr10	67644114	75426529	+	243
chr10	75489814	81260743	+	244
chr10	82018439	88989501	+	245
chr10	89132947	90538595	+	246
chr10	90538595	120611201	+	247
chr10	120656289	132590785	+	248
chr10	132674366	135489936	+	249
chr11	102548	2062712	+	250
chr11	2062712	3508850	+	251
chr11	3508850	5893593	+	252
chr11	5893593	8493257	+	253
chr11	8493257	9892822	+	254
chr11	9892822	19040254	+	255
chr11	19040254	40494753	+	256
chr11	40520867	48497809	+	257
chr11	51448899	57231666	+	258
chr11	57231666	58190518	+	259
chr11	58302233	58810465	+	260
chr11	58897923	59938266	+	261
chr11	60109775	67486520	+	262
chr11	67761994	71303597	+	263
chr11	71620227	82125415	+	264
chr11	82195927	83141598	+	265
chr11	83227568	86256035	+	266
chr11	86256035	92143109	+	267
chr11	92143109	98062016	+	268
chr11	98062016	98634236	+	269
chr11	98634236	102202936	+	270
chr11	102360661	134945234	+	271
chr12	60086	9541719	+	272
chr12	9858057	21049322	+	273
chr12	22248480	34321371	+	274
chr12	38611508	39572812	+	275
chr12	39572812	47860490	+	276
chr12	48013934	48636908	+	277
chr12	48636908	55613101	+	278
chr12	55722433	64324258	+	279
chr12	64326299	68381503	+	280
chr12	68381503	85888206	+	281
chr12	85888206	87025902	+	282
chr12	87465233	93368305	+	283
chr12	93368305	108413551	+	284
chr12	108413551	109194434	+	285
chr12	109194434	133818200	+	286
chr13	19167973	21795874	+	287
chr13	21795874	31198493	+	288
chr13	31256908	39530733	+	289
chr13	39530733	41220349	+	290
chr13	41220349	43116930	+	291
chr13	43116930	44767561	+	292
chr13	44768444	45570202	+	293
chr13	46546694	82443248	+	294
chr13	82488865	85454732	+	295
chr13	85454732	86241069	+	296
chr13	86348912	115109878	+	297
chr14	19828362	25212550	+	298
chr14	25273909	27896042	+	299
chr14	27896042	28720192	+	300
chr14	28720192	30818415	+	301
chr14	30818415	31322680	+	302
chr14	31322680	41147500	+	303
chr14	41166280	41862625	+	304
chr14	41862625	43001829	+	305
chr14	43316647	44004282	+	306
chr14	44004282	49800780	+	307
chr14	49864205	53064571	+	308
chr14	53064571	107288670	+	309
chr15	22030850	23216131	+	310
chr15	23665862	24357710	+	311
chr15	24396023	28573059	+	312
chr15	28957461	30702306	+	313
chr15	31135897	31750450	+	314
chr15	31750450	32673625	+	315
chr15	32673625	34798891	+	316
chr15	34798891	42423058	+	317
chr15	42423058	42930258	+	318
chr15	42930258	57387302	+	319
chr15	57387302	63123496	+	320
chr15	63123496	72950175	+	321
chr15	72962064	73816490	+	322
chr15	73816490	74344653	+	323
chr15	74344653	76265563	+	324
chr15	76265563	78197842	+	325
chr15	78249421	79026906	+	326
chr15	79384565	82582094	+	327
chr15	83100007	84054972	+	328
chr15	84061129	84730008	+	329
chr15	85192516	85713244	+	330
chr15	85713244	99080034	+	331
chr15	99566778	102520879	+	332
chr16	80227	1923684	+	333
chr16	1923684	2659266	+	334
chr16	2795462	10811433	+	335
chr16	10811433	11727680	+	336
chr16	11751630	13471142	+	337
chr16	13471142	14061308	+	338
chr16	14061308	14797831	+	339
chr16	15472927	16320451	+	340
chr16	16970169	18430449	+	341
chr16	18607613	21854759	+	342
chr16	21859947	22439495	+	343
chr16	22540750	28639985	+	344
chr16	29581854	30288926	+	345
chr16	30288926	31423620	+	346
chr16	40625729	70043332	+	347
chr16	70736616	74361868	+	348
chr16	74854272	90294753	+	349
