chr1	87771	643177	+	1
chr1	670806	110211739	+	2
chr1	110211744	120696124	+	3
chr1	144916462	145813823	+	4
chr1	146215620	146604978	+	5
chr1	146604978	147389637	+	6
chr1	147552811	147862068	+	7
chr1	147993334	148526399	+	8
chr1	149015927	206191089	+	9
chr1	206482221	248804627	+	10
chr10	70926	26870841	+	92
chr10	26928356	39030669	+	93
chr10	42669500	48121722	+	94
chr10	48375460	48781809	+	95
chr10	48900791	49263804	+	96
chr10	49302014	51898855	+	97
chr10	51915702	81344599	+	98
chr10	81586169	135479907	+	99
chr11	102548	49420274	+	100
chr11	49420274	49829130	+	101
chr11	49946694	50712923	+	102
chr11	54920416	57231422	+	103
chr11	57231856	57712001	+	104
chr11	57712001	58188739	+	105
chr11	58190646	58810262	+	106
chr11	58848212	59233903	+	107
chr11	59236143	134943362	+	108
chr12	148390	21049322	+	109
chr12	21049322	22246235	+	110
chr12	22248480	34321371	+	111
chr12	34431652	34783423	+	112
chr12	38623211	64324258	+	113
chr12	64326299	68381503	+	114
chr12	68381503	133803813	+	115
chr13	19167973	39530733	+	116
chr13	39530733	41220217	+	117
chr13	41270787	41634754	+	118
chr13	41636506	42111194	+	119
chr13	42115069	42600565	+	120
chr13	42615616	43115318	+	121
chr13	43117167	44767543	+	122
chr13	44768444	45569741	+	123
chr13	45571994	45951955	+	124
chr13	46015937	46546521	+	125
chr13	46548068	47035348	+	126
chr13	47038188	112353994	+	127
chr13	112504853	114477564	+	128
chr14	19387552	19729595	+	129
chr14	19729595	107288670	+	130
chr15	20071280	20616630	+	131
chr15	20977149	21387460	+	132
chr15	22674241	23216131	+	133
chr15	23248798	28955511	+	134
chr15	28957461	30702306	+	135
chr15	31137104	31745769	+	136
chr15	31755131	102520879	+	137
chr16	80227	18430449	+	138
chr16	18568851	21854759	+	139
chr16	21859947	22534426	+	140
chr16	22540750	29433211	+	141
chr16	29490760	32096465	+	142
chr16	32158722	33844308	+	143
chr16	34746233	35149566	+	144
chr16	46500511	90287998	+	145
chr17	0	7930994	+	146
chr17	7930994	16161359	+	147
chr17	16161564	16606799	+	148
chr17	16634539	20476537	+	149
chr17	20798944	22028895	+	150
chr17	25267729	36350424	+	151
chr17	36470869	43559778	+	152
chr17	43705165	44294405	+	153
chr17	44642442	45092771	+	154
chr17	45138892	45552078	+	155
chr17	45671436	47620503	+	156
chr17	47620503	81062279	+	157
chr18	112546	15366896	+	158
chr18	18520339	78015594	+	159
chr19	176144	24373747	+	162
chr19	28229419	36822697	+	163
chr19	36822697	37298731	+	164
chr19	37742733	59089043	+	165
chr2	11391	3049446	+	11
chr2	3061780	3529312	+	12
chr2	3582818	5018788	+	13
chr2	5163241	87152374	+	14
chr2	88002853	89349633	+	15
chr2	89963814	90289090	+	16
chr2	91616381	92031433	+	17
chr2	95326171	111029937	+	18
chr2	111033787	111392192	+	19
chr2	111392216	114328434	+	20
chr2	114384534	132977640	+	21
chr2	133006529	243085392	+	22
chr20	73810	25823007	+	160
chr20	29831435	62947801	+	161
chr21	14919809	48094652	+	174
chr22	16055290	16421684	+	166
chr22	16861681	18680174	+	167
chr22	18740916	20343711	+	168
chr22	20679629	21480075	+	169
chr22	21654876	22649205	+	170
chr22	22670397	22978498	+	171
chr22	22980255	25682453	+	172
chr22	25690874	51224913	+	173
chr3	64229	90313159	+	23
chr3	93518359	197962223	+	24
chr4	19026	8322319	+	25
chr4	8323306	8634585	+	26
chr4	9339040	44811629	+	27
chr4	44811675	49093251	+	28
chr4	49219889	49621471	+	29
chr4	52683400	65305260	+	30
chr4	65310250	69681725	+	31
chr4	69681725	70361591	+	32
chr4	70361591	73038344	+	33
chr4	73042790	85958258	+	34
chr4	85963012	191007041	+	35
chr5	67711	18553313	+	36
chr5	18553320	21271384	+	37
chr5	21558934	45910686	+	38
chr5	49549920	68890146	+	39
chr5	69425438	69948019	+	40
chr5	69952110	70389816	+	41
chr5	70653964	95921419	+	42
chr5	95921435	98878188	+	43
chr5	99073531	99390748	+	44
chr5	99390748	180838623	+	45
chr6	108073	57453454	+	46
chr6	57453454	58087659	+	47
chr6	58139547	58734365	+	48
chr6	62235988	63491619	+	49
chr6	63493635	64259885	+	50
chr6	64562070	95680543	+	51
chr6	95830543	170924261	+	52
chr7	1730704	6037321	+	53
chr7	6037321	6468274	+	54
chr7	6773654	39657551	+	55
chr7	39657551	43783152	+	56
chr7	44015884	53252315	+	57
chr7	53256634	53929918	+	58
chr7	53937424	56437526	+	59
chr7	56440054	56879284	+	60
chr7	56888231	57581022	+	61
chr7	62164952	62547313	+	62
chr7	62547313	62985366	+	63
chr7	63222096	71179179	+	64
chr7	71179179	72006325	+	65
chr7	72716997	74286040	+	66
chr7	74311585	74633595	+	67
chr7	74996359	76661883	+	68
chr7	76668909	102377682	+	69
chr7	102381752	112304689	+	70
chr7	112647429	159126082	+	71
chr8	13908	7459783	+	76
chr8	7563640	7888326	+	77
chr8	8096954	11801909	+	78
chr8	11801909	12383453	+	79
chr8	12515565	43542688	+	80
chr8	46938345	146302299	+	81
chr9	64049	39197937	+	82
chr9	39197937	39641640	+	83
chr9	40523642	40891121	+	84
chr9	42146429	42532082	+	85
chr9	42664640	43028202	+	86
chr9	43705295	44453626	+	87
chr9	45931927	46407676	+	88
chr9	65643443	67736868	+	89
chr9	67926890	69736056	+	90
chr9	70099107	141122030	+	91
chrX	146367	1128499	+	72
chrX	1467657	52224988	+	73
chrX	52308568	58482366	+	74
chrX	62073665	155235957	+	75
