0	1	9.998501e-01
0	-10	9.999964e-01
0	11	9.999847e-01
0	-20	2.011509e-01
0	21	1.550587e-01
0	-22	9.999894e-01
0	23	9.999974e-01
0	-24	1.000000e+00
0	25	9.998437e-01
0	-35	9.999941e-01
0	36	9.999974e-01
0	-45	9.998158e-01
0	46	1.000000e+00
0	-52	1.000000e+00
0	53	9.998230e-01
0	-71	9.999929e-01
0	72	9.999948e-01
0	-75	1.000000e+00
0	76	9.999840e-01
0	-81	9.999899e-01
0	82	9.987464e-01
0	-91	9.999343e-01
0	92	9.999964e-01
0	-99	9.999885e-01
0	100	9.999817e-01
0	-108	9.999974e-01
0	109	9.999893e-01
0	-115	9.999865e-01
0	116	9.999414e-01
0	-128	9.999840e-01
0	129	1.000000e+00
0	130	4.614876e-05
0	-130	1.000000e+00
0	131	1.000000e+00
0	-137	9.997573e-01
0	138	9.999817e-01
0	-145	1.000000e+00
0	146	9.999414e-01
0	-157	9.999435e-01
0	-158	2.500000e-01
0	158	4.277159e-06
0	-159	9.999876e-01
0	160	9.987464e-01
0	-161	9.999350e-01
0	162	1.000000e+00
0	-165	9.999879e-01
0	166	9.999966e-01
0	-173	9.999893e-01
0	-174	9.999939e-01
0	174	9.998514e-01
1	2	9.999993e-01
1	-137	1.700546e-11
-1	130	1.639465e-08
-1	-162	5.975218e-15
-2	25	2.170520e-11
-2	-93	3.903670e-16
-2	-162	2.934062e-17
-2	-165	2.784097e-14
2	3	9.958680e-01
2	-8	9.083916e-05
-3	9	2.415271e-04
3	4	3.825702e-01
3	5	8.077254e-09
3	-7	1.072862e-01
-4	5	1.874310e-08
-4	6	4.420347e-09
-4	-6	4.430302e-04
-4	7	7.303630e-03
-4	17	1.379719e-09
4	-5	1.352769e-05
4	5	9.871689e-01
4	-6	4.749736e-07
5	6	9.958450e-01
-5	6	1.242472e-05
-6	8	3.215341e-08
6	7	9.426648e-01
6	8	1.661368e-02
6	-23	3.608742e-13
7	8	2.299135e-01
7	9	1.122645e-03
8	9	8.288735e-01
9	10	1.000000e+00
9	21	1.207030e-12
10	111	4.829584e-15
11	12	9.958680e-01
11	13	4.351611e-06
-11	51	8.027459e-12
-11	76	1.686907e-11
-12	-13	4.351640e-06
12	13	9.928457e-01
12	14	2.561791e-05
13	14	9.928445e-01
14	15	1.000000e+00
15	16	9.991013e-01
15	-16	3.696421e-07
15	18	1.688193e-12
15	-20	8.514115e-08
-15	25	3.488872e-15
16	17	9.993841e-01
16	-20	6.760767e-10
-16	18	2.551130e-09
-16	-20	2.036221e-05
17	18	9.999201e-01
18	-19	1.557211e-05
18	19	6.840084e-01
18	20	7.152653e-02
18	-128	1.762439e-10
-18	20	5.238997e-10
-18	134	3.771773e-15
-19	20	1.699269e-05
